jbID,Family,Genus,Species,Sundaland,Phil_Palawan,Phil_other,Sulawesi,Moluccas,Lesser_Sundas,New_Guinea,Growth_form,Elev_min,Elev_max,Fruit_type,Fruit_lg_min,Fruit_lg_max,Fruit_wd_min,Fruit_wd_max,Fruit_color,Flesh_color,Fruit_odor,Fruit-shape,Seed-attachment,Num_seeds_min,Num_seeds_max,Seed_lg_ming,Seed_lg_max,Seed_wd_min,Seed_wd_max,Seed_mass,Notes
223,Apocynaceae,Alyxia,halmaheirae,0,0,0,1,1,0,0,climber,20,2000,drupe,9.3,14.5,7.0,10.0,black,,,ellipsoid-globose,,,,7.5,9.3,6.1,6.4,,
224,Apocynaceae,Alyxia,kabaenae,0,0,0,1,0,0,0,climber,200,1500,drupe,24.5,27.0,14.0,16.0,,,,ellipsoid,,,,21.5,21.5,12.0,12.0,,
225,Apocynaceae,Alyxia,kendarica,0,0,0,1,0,0,0,climber,,,,,,,,,,,,,,,,,,,,fruit-not-seen.-Found-at-1850m
226,Apocynaceae,Alyxia,kwalotabaa,0,0,0,0,0,0,1,climber,30,1524,drupe,,,,,black,,,ellipsoid,,,,18.5,22.0,12.5,16.0,,
227,Apocynaceae,Alyxia,lackii,0,0,0,1,0,0,0,climber-or-shrub,,,,,,,,,,,,,,,,,,,,fruit-info-unknown
228,Apocynaceae,Alyxia,laurina,0,0,0,0,0,0,1,climber,25,40,drupe,8.7,9.3,7.5,8.0,,,,,,,,,,,,,
229,Apocynaceae,Alyxia,linearis,0,1,0,0,0,0,0,climber,,,drupe,6.0,7.0,5.2,5.7,yellow,,,globose,,,,4.4,4.4,3.2,3.2,,
230,Apocynaceae,Alyxia,longiloba,0,0,0,0,0,0,1,climber,,,,,,,,,,,,,,,,,,,,fruit-info-unknown.-Once-found-at-610m
231,Apocynaceae,Alyxia,luzoniensis,0,1,1,0,0,0,0,climber,600,700,drupe,,,,,yellow-green,,,ellipsoid,,,,9.4,10.2,5.0,5.3,,
232,Apocynaceae,Alyxia,manusiana,0,0,0,0,0,0,1,climber,30,610,drupe,,,,,orange,,,globose-subglobose-cylindrical,,,,4.7,9.8,4.0,4.4,,
233,Apocynaceae,Alyxia,markgrafii,0,0,0,0,0,0,1,climber,15,1200,drupe,,,,,black,,,ellipsoid-subglobose,,,,4.9,8.1,4.0,5.3,,
234,Apocynaceae,Alyxia,microphylla,0,0,0,0,0,0,1,climber,1700,2150,,,,,,,,,,,,,,,,,,fruit-not-seen
235,Apocynaceae,Alyxia,minutiflora,0,0,0,1,0,0,0,climber,,,,,,,,,,,,,,,,,,,,fruit-unknown
236,Apocynaceae,Alyxia,muguma,0,1,1,0,0,0,0,climber,,,drupe,,,,,,,,ellipsoid-subglobose,,,,6.2,7.5,4.6,5.0,,
237,Apocynaceae,Alyxia,mujongensis,1,0,0,0,0,0,0,climber,900,1770,drupe,7.0,8.2,5.5,6.5,,,,ellipsoid-globose-cylindrical,,,,6.2,7.7,4.7,6.2,,
238,Apocynaceae,Alyxia,multistriata,0,0,0,0,0,0,1,climber,30,450,drupe,,,,,black,,,ellipsoid,,,,12.0,14.2,8.0,9.1,,
239,Apocynaceae,Alyxia,oblongata,0,0,0,0,1,0,1,shrub-or-tree,10,1370,drupe,6.0,9.6,4.5,7.5,red,,,ellipsoid-subglobose,,,,5.3,5.3,3.9,3.9,,
240,Apocynaceae,Alyxia,obovatifolia,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,fruit-and-growth-form-unknown
241,Apocynaceae,Alyxia,oleifolia,1,0,0,0,0,0,0,climber,600,3400,drupe,13.0,28.2,7.3,15.7,black-purple,,,ellipsoid-cylindrical,,,,6.6,21.0,5.0,14.0,,
242,Apocynaceae,Alyxia,palawanensis,1,1,0,1,0,0,0,climber,900,1950,drupe,9.0,11.5,5.1,7.8,,,,ellipsoid,,,,7.6,7.6,5.0,5.0,,
243,Apocynaceae,Alyxia,papuana,0,0,0,0,0,0,1,climber,1220,2300,drupe,10.7,12.6,6.6,7.5,black-yellow-green,,,ellipsoid-subglobose,,,,,,,,,
244,Apocynaceae,Alyxia,parvifolia,0,1,1,0,0,0,0,climber,1700,2500,drupe,5.2,8.4,4.8,7.7,yellow-purple,,,globose-cylindrical,,,,4.7,5.3,3.9,4.1,,
245,Apocynaceae,Alyxia,pilosa,1,0,0,0,0,0,0,climber,100,2700,drupe,17.0,37.0,9.0,14.0,black-purple,,,ellipsoid,,,,15.0,22.5,10.0,11.1,,
246,Apocynaceae,Alyxia,pugio,0,0,0,0,0,0,1,climber,1000,1350,drupe,8.0,10.0,7.0,7.9,black,,,globose,,,,6.7,,,,,
247,Apocynaceae,Alyxia,pullei,0,0,0,0,0,0,1,climber,1760,2600,drupe,,,,,black,,,ellipsoid-globose,,,,8.6,8.6,4.4,4.4,,
248,Apocynaceae,Alyxia,punctata,0,0,0,0,0,0,1,climber-or-shrub,1650,2400,drupe,9.6,16.2,8.0,11.2,yellow-green,,,ellipsoid-cylindrical,,,,8.2,13.4,7.5,8.7,,
249,Apocynaceae,Alyxia,purpureoclada,0,0,0,0,0,0,1,climber,35,2430,drupe,,,,,black-yellow-green,,,ellipsoid-subglobose,,,,4.8,20.5,4.1,18.4,,
250,Apocynaceae,Alyxia,reinwardii,1,1,0,0,0,0,0,climber,,,drupe,6.0,20.0,4.8,11.4,black,,,ellipsoid-globose,,,,4.6,11.0,3.9,6.7,,
251,Apocynaceae,Alyxia,ridleyana,0,0,0,0,0,0,1,climber,150,2350,drupe,,,,,brown-purple,,,ellipsoid-globose-cylindrical,,,,9.4,11.9,6.6,8.7,,
252,Apocynaceae,Alyxia,rostrata,0,0,0,0,0,0,1,climber,1220,2100,drupe,,,,,black-orange,,,ellipsoid-cylindrical,,,,5.4,8.2,3.9,4.8,,
253,Apocynaceae,Alyxia,royeniana,0,0,0,0,0,0,1,climber,2130,3230,drupe,7.8,12.5,5.6,9.5,black,,,ellipsoid-subglobose,,,,5.0,5.0,3.6,3.6,,
254,Apocynaceae,Alyxia,scabrida,0,0,0,0,0,0,1,climber,30,900,drupe,,,,,black-orange,,,ellipsoid,,,,31.0,31.0,19.2,19.2,,
255,Apocynaceae,Alyxia,semipallescens,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,no-real-info-on-this-species
256,Apocynaceae,Alyxia,sibuyanensis,0,1,1,0,0,0,0,climber,0,1735,drupe,8.6,24.4,6.5,16.0,yellow-green,,,ellipsoid,,,,8.0,17.0,4.8,7.8,,
257,Apocynaceae,Alyxia,sleumeri,0,0,0,0,0,0,1,climber-or-shrub,400,1800,drupe,12.5,14.0,7.2,8.6,,,,ellipsoid,,,,10.5,12.6,6.1,6.1,,
258,Apocynaceae,Alyxia,sogerensis,0,0,0,0,0,0,1,climber,,,drupe,11.0,11.5,8.8,9.2,yellow-green,,,ellipsoid-globose,,,,7.8,7.8,5.6,5.6,,
259,Apocynaceae,Alyxia,spicata,0,0,0,0,0,1,1,climber,0,1200,drupe,9.2,10.5,6.9,9.5,yellow-orange,,,globose-subglobose,,,,8.1,9.0,6.0,7.2,,
260,Apocynaceae,Alyxia,subalpina,0,0,0,0,0,0,1,climber,1400,3260,drupe,12.8,21.5,10.0,14.8,yellow-orange,,,ellipsoid-globose,,,,10.0,13.2,8.0,9.6,,
261,Apocynaceae,Alyxia,sulana,0,0,0,1,0,0,0,climber,150,420,drupe,,,,,black,,,ellipsoid-cylindrical,,,,14.0,14.6,7.0,9.6,,
262,Apocynaceae,Alyxia,tetraquetra,0,0,0,0,0,0,1,climber,,,drupe,17.0,19.0,12.3,13.5,black,,,ellipsoid,,,,,,,,,
263,Apocynaceae,Alyxia,uniflora,0,0,0,1,0,0,0,climber,2000,2800,drupe,9.4,9.4,6.5,6.5,,,,ellipsoid,,,,,,,,,
264,Apocynaceae,Alyxia,vera,0,0,0,0,1,0,0,climber,,,drupe,,,,,,,,globose,,,,8.0,8.0,8.6,8.6,,
21,Amaranthaceae,Amaranthus,caudatus,1,0,0,0,0,0,0,herb,,1350,,,,,,,,,,,,,,,,,,"""Distr:""""-Ornamental-plant-of-old-native-country-not-known-with-certainty-in-Malaysia-but-rarely-cultivated.""""-Notes:-""""The-only-Malaysian-specimen-I-have-seen-had-been-collected-in-NE.-Sumatra-above-Si-bolangit-±-1350-m);-it-may-have-been-taken-from-a-cu"
22,Amaranthaceae,Amaranthus,dubius,1,0,0,0,0,0,0,herb,,,,,,,,,,,,,,,,,,,,
23,Amaranthaceae,Amaranthus,gracilis,1,0,0,0,0,1,0,herb,,600,,,,,,,,,,,,,,,,,,"""Distr:-""""Throughout-the-Archipelago"""""""
24,Amaranthaceae,Amaranthus,hybridus,1,0,0,0,0,1,0,herb,0,1300,,,,,,,,,,,,,,,,,,introduced-species-native-country-unknown
25,Amaranthaceae,Amaranthus,interruptus,0,0,0,0,0,1,1,herb,,,,,,,,,,,,,,,,,,,,
26,Amaranthaceae,Amaranthus,leptostachyus,0,0,0,0,0,0,1,herb,,,,,,,,,,,,,,,,,,,,
27,Amaranthaceae,Amaranthus,lividus,1,1,1,1,0,0,0,herb,0,2000,,,,,,,,,,,,,,,,,,
28,Amaranthaceae,Amaranthus,spinosus,1,0,0,0,0,1,0,herb,0,1400,,,,,,,,,,,,,,,,,,"""Distr:-""""Throughout-the-Archipelago"""""""
29,Amaranthaceae,Amaranthus,tricolor,1,0,0,0,0,1,0,herb,1,700,,,,,,,,,,,,,,,,,,"""Distr:-""""Throughout-the-Archipelago"""""""
5165,Sapindaceae,Amesiodendron,chinense,1,,,0,0,0,0,tree,0,600,capsule,3.0,3.5,,,,,,,,,,,,,,,
620,Caesalpiniaceae,Amherstia,nobilis,1,0,0,0,0,0,1,tree,,,pod,110.0,200.0,40.0,50.0,,,,oblong,,,,17.5,25.0,20.0,27.5,,
3237,Loranthaceae,Amyema,apoensis,0,0,1,0,0,0,0,shrub,1830,2130,,,,,,,,,,,,,,,,,,no-fruit-info.-Family-described-as-having-fleshy-fruits
3238,Loranthaceae,Amyema,artensis,0,0,0,0,0,0,1,shrub,1500,2500,,,,,,,,,,,,,,,,,,no-fruit-info
3239,Loranthaceae,Amyema,arthrocaulis,0,0,0,0,0,0,1,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-Once-found-at-2200m
3240,Loranthaceae,Amyema,beccarii,1,0,1,1,1,0,0,shrub,0,1300,,,,,,,,,,,,,,,,,,
3241,Loranthaceae,Amyema,benguetensis,0,0,1,0,0,0,0,shrub,1200,1600,,,,,,,,,,,,,,,,,,no-fruit-info
3242,Loranthaceae,Amyema,brassii,0,0,0,0,0,0,1,shrub,600,700,,,,,,,,,,,,,,,,,,no-fruit-info
3243,Loranthaceae,Amyema,canaliculata,0,0,0,0,0,0,1,shrub,1250,2500,,,,,,,,,,,,,,,,,,no-fruit-info
3244,Loranthaceae,Amyema,cauliflora,0,0,1,0,0,0,0,shrub,,,,,,,,,,,,,,,,,,,,no-fruit-info.-It-appears-this-genus-does-not-have-any-fruit-as-there-is-no-fruit-info-for-any-of-them.
62,Anacardiaceae,Anacardium,occidentale,1,,,1,1,1,0,tree,0,,drupe,25.0,35.0,15.0,20.0,,,,reniform,,,,,,,,,NATURALIZED-in-some-places-in-Malesia
4600,Olacaceae,Anacolosa,cauliflora,0,0,0,0,0,0,1,tree,,250,drupe,,,,,,,,,,,,,,,,,
4601,Olacaceae,Anacolosa,frutescens,1,0,1,1,1,0,0,tree,0,700,drupe,15.0,25.0,12.0,20.0,yellow-orange,,,ovoid-ellipsoid,,1,1,,,,,,
4602,Olacaceae,Anacolosa,papuana,0,0,0,0,0,0,1,tree,0,1675,drupe,15.0,35.0,3.0,25.0,red,,,subglobular,,1,1,,,,,,
1428,Cucurbitaceae,Anagia,macrosepala,0,0,0,0,1,0,0,climber,,,,,,,,,,,,,,,,,,,,
345,Araliaceae,Anakasia,simplicifolia,0,0,0,0,0,0,1,tree,0,0,,,20.0,,15.0,,,,,,,,,,,,,
3540,Menispermaceae,Anamirta,cocculus,1,0,1,0,1,1,1,tree,,,drupe,9.0,11.0,,,white,,,,,1,1,,,,,,
2184,Ericaceae,Andresia,malayana,1,0,0,0,0,0,0,herb,1000,1500,berry,,,,,,,,,,,,,,,,,
63,Anacardiaceae,Androtium,astylum,1,,,0,0,0,0,tree,0,,drupe,,,,,,,,lentiform,,,,,,,,,Elevation:-low-altitude/-lowland
1179,Convolvulaceae,Aniseia,martinicensis,1,1,1,1,1,0,1,herb,,,,,,,,,,,,,,,,,,,,
4952,Rhizophoraceae,Anisophyllea,apetala,1,0,0,0,0,0,0,tree,0,280,drupe,50.0,75.0,25.0,25.0,red,,,ellipsoid-ovoid,,,,30.0,,10.0,,,pericarp-is-woody
4953,Rhizophoraceae,Anisophyllea,beccariana,1,0,0,0,0,0,0,tree,0,650,,,,,,,,,,,,,,,,,,fruit-info-unknown
4954,Rhizophoraceae,Anisophyllea,corneri,1,0,0,0,0,0,0,tree,0,1000,drupe,60.0,90.0,40.0,45.0,yellow-green,,,ellipsoid,,,,50.0,,20.0,,,
4955,Rhizophoraceae,Anisophyllea,curtisii,1,0,0,0,0,0,0,tree,,,,,,,,,,,,,,,,,,,,fruit-info-unknown
4956,Rhizophoraceae,Anisophyllea,disticha,1,0,0,0,0,0,0,tree,0,714,drupe,17.5,25.0,,,red,,,oblong,,,,,,,,,
4957,Rhizophoraceae,Anisophyllea,ferruginea,1,0,0,0,0,0,0,tree,0,450,drupe,,,,,,,,ellipsoid,,,,,,,,,
4958,Rhizophoraceae,Anisophyllea,grandis,1,0,0,0,0,0,0,tree,0,1250,drupe,80.0,120.0,50.0,70.0,,,,,,,,,,,,,seeds-are-very-hard-and-large
4959,Rhizophoraceae,Anisophyllea,griffithii,1,0,0,0,0,0,0,tree,0,230,drupe,45.0,50.0,35.0,40.0,,,,,,,,,,,,,genus-is-described-as-having-a-fleshy-exocarp-but-hard-and-bony-endocarp-+-mesocarp
4960,Rhizophoraceae,Anisophyllea,scortechinii,1,0,0,0,0,0,0,tree,0,230,drupe,15.0,20.0,12.5,17.5,,,,ellipsoid,,,,,,,,,pericarp-is-woody
1992,Dipterocarpaceae,Anisoptera,aurea,0,0,1,0,0,0,0,tree,0,200,nut,,,,,,,,,,,,,,,,,
1993,Dipterocarpaceae,Anisoptera,costata,1,0,1,0,0,0,0,tree,0,700,nut,,2.5,,1.5,,,,conical,,,,,,,,,
1994,Dipterocarpaceae,Anisoptera,curtisii,1,0,0,0,0,0,0,tree,0,700,nut,,,,,,,,,,,,,,,,,
1995,Dipterocarpaceae,Anisoptera,grossivenia,1,0,0,0,0,0,0,tree,,,nut,,8.0,,15.0,,,,ovoid,,,,,,,,,described-a-fruit-calyx-and-nut-apex
1996,Dipterocarpaceae,Anisoptera,laevis,1,0,0,0,0,0,0,tree,0,900,nut,5.0,8.0,,,,,,disc-like,,,,,,,,,
1997,Dipterocarpaceae,Anisoptera,marginata,1,0,0,0,0,0,0,tree,0,1200,nut,,,,,,,,,,,,,,,,,
1998,Dipterocarpaceae,Anisoptera,megistocarpa,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,lowlands
1999,Dipterocarpaceae,Anisoptera,reticulata,1,0,0,0,0,0,0,tree,,,nut,,4.0,,3.0,brown,,,,,,,,,,,,
2000,Dipterocarpaceae,Anisoptera,scaphula,1,0,0,0,0,0,0,tree,,,nut,,,,,,,,,,,,,,,,,
2001,Dipterocarpaceae,Anisoptera,thurifera,0,1,1,1,1,0,1,tree,0,750,nut,,,,,,,,,,,,,,,,,
476,Basellaceae,Anredera,cordifolia,1,0,0,0,0,0,0,climber,,,,,,,,,,,,,,,,,,,,fruit-info-unknown
477,Basellaceae,Anredera,scandens,1,0,0,0,0,,0,climber,,,,,,,,,,,,,,,,,,,,fruit-info-unknown
3395,Meliaceae,Anthocarpa,nitidula,0,0,1,1,0,1,1,tree,,1400,capsule,,80.0,,,brown,,,,,,,30.0,,,,,
3709,Moraceae,Antiaris,macrophylla,0,0,0,0,1,1,1,tree,0,800,,,,,,red,,,,,,,,,,,,fruits-form-an-infructescences.-Described-as-being-fleshy-but-fruit-type-unknown.-Subspecies-of-A.-toxicaria
3710,Moraceae,Antiaris,toxicaria,1,1,1,1,1,1,0,tree,0,1500,,,,,,red,,,,,,,5.0,20.0,,,,fruits-form-an-infructescences.-Described-as-being-fleshy-but-fruit-type-unknown
3711,Moraceae,Antiaropsis,decipens,0,0,0,0,0,0,1,shrub-or-tree,0,1250,drupe,,,,,white,black,,ellipsoid,,,,,,,,,endocarp-6-7mm-long
3712,Moraceae,Antiaropsis,uniflora,0,0,0,0,0,0,1,tree,1400,3200,drupe,,,,,,,,ellipsoid,,,,,,,,,endocarp-7-8mm-long
3396,Meliaceae,Aphanamixis,borneensis,1,1,0,0,1,0,0,tree,0,1800,capsule,,,30.0,40.0,red,,,,,1,3,18.0,,12.0,,,
3397,Meliaceae,Aphanamixis,polystachya,1,1,1,1,1,1,1,tree,0,1400,capsule,,,20.0,40.0,red,,,,,1,3,17.0,22.0,,,,distribution-throughout-Malesia
3398,Meliaceae,Aphanamixis,sumatrana,1,0,0,0,0,0,0,tree,0,1000,capsule,,,20.0,40.0,red,,,,,1,3,,,,,,
5628,Ulmaceae,Aphananthe,cuspidita,1,0,1,1,0,1,0,tree,0,1300,,15.0,20.0,8.0,12.0,,,,ovoid,,,,,,,,,
5629,Ulmaceae,Aphananthe,philippinesis,0,0,1,0,0,0,1,tree,0,750,,6.0,8.0,4.0,6.0,,,,ovoid-globose,,,,,,,,,
2917,Icacinaceae,Apodytes,dimidiata,1,0,1,0,1,1,0,tree,800,2000,drupe,,5.0,,9.0,black,,,obliquely-ellipsoid,,,,,,,,,
346,Araliaceae,Aralia,bipinnata,0,0,1,0,0,0,1,tree,700,2450,,,4.0,,3.0,,,,spheriodal,,,,,,,,,
347,Araliaceae,Aralia,dasyphylla,1,0,0,0,0,0,0,tree,100,2500,,,3.5,,,,,,globose,,,,,,,,,
348,Araliaceae,Aralia,ferox,1,0,0,0,0,0,0,tree,1900,2900,,,6.0,,5.0,,,,spheriodal,,,,,,,,,
349,Araliaceae,Aralia,javanica,1,0,0,0,0,0,0,tree,2000,3000,,,5.0,,,,,,ovoid,,,,,,,,,
350,Araliaceae,Aralia,montana,1,0,0,1,0,1,0,tree,0,2600,,,4.0,,4.0,,,,spheriodal,,,,,,,,,
351,Araliaceae,Aralia,scandens,1,0,1,1,0,0,0,tree,180,1550,,,5.0,,,black-purple,,,ellipsoidal,,,,,,,,,
352,Araliaceae,Aralidium,pinnatifidum,1,0,0,0,0,0,0,tree,0,1250,,30.0,45.0,,,black-purple,,,obliquely-ellipsoid,,,,20.0,25.0,,,,
3541,Menispermaceae,Arcangelisia,flava,1,1,1,1,1,0,1,tree,,1000,drupe,25.0,33.0,22.0,30.0,yellow,,,subovoid,,1,1,,,,,,did-not-specify-where-in-the-Philippines
3542,Menispermaceae,Arcangelisia,tympanopoda,0,0,0,0,0,0,1,tree,0,350,drupe,45.0,55.0,,,yellow,,,subglobose,,1,1,,,,,,
1180,Convolvulaceae,Argyreia,adpressa,1,0,0,0,0,0,0,climber,350,800,berry,,16.0,,12.0,red-purple,,,ellipsoid,,,4,,,,,,
1181,Convolvulaceae,Argyreia,apoensis,0,0,1,0,0,0,0,climber,0,450,,,,,,,,,,,,,,,,,,
1182,Convolvulaceae,Argyreia,barnesii,0,0,1,0,0,0,0,climber,,600,berry,,15.0,,,purple,,,ellipsoid,,1,1,10.0,,,,,Fruit-length-can-sometimes-be-up-to-20-mm
1184,Convolvulaceae,Argyreia,bifrons,0,0,0,0,0,1,0,liana,5,10,,,,,,,,,,,,,,,,,,
1185,Convolvulaceae,Argyreia,boholensis,0,0,1,0,0,0,0,climber,300,600,berry,,10.0,,,,,,oblong-ellipsoid,,,4,,,,,,
1186,Convolvulaceae,Argyreia,capitata,1,0,0,0,0,0,0,climber,0,1700,berry,,,,8.0,orange-red,,,globose,,,4,,,,,,
1187,Convolvulaceae,Argyreia,caudata,1,0,0,0,0,0,0,climber,800,1500,berry,10.0,12.0,,,red-purple,,,ellipsoid-or-subglobose,,,4,,,,,,
1188,Convolvulaceae,Argyreia,celebica,0,0,0,1,0,0,0,climber,500,1000,berry,,12.5,,,red,,,ellipsoid,,1,1,,,,,,
1189,Convolvulaceae,Argyreia,cinerea,0,0,0,1,0,0,0,climber,300,400,berry,,9.0,,,red-purple,,,ellipsoid,,,4,,,,,,
1190,Convolvulaceae,Argyreia,congesta,1,0,0,0,0,0,0,climber,,,,,,,,,,,,,,,,,,,,
1191,Convolvulaceae,Argyreia,corneri,1,0,0,0,0,0,0,climber,,,,,,,,,,,,,,,,,,,,
1192,Convolvulaceae,Argyreia,crispa,1,0,0,0,0,0,0,climber,1000,1200,berry,12.0,14.0,,,red-purple,,,ellipsoid,,1,1,,,,,,
1193,Convolvulaceae,Argyreia,cucullata,1,0,0,0,0,0,0,climber,850,1300,berry,,17.0,,,red,,,ellipsoid,,,4,,,,,,
1194,Convolvulaceae,Argyreia,discolor,1,0,0,0,0,0,0,climber,0,1500,,,,,,,,,,,,,,,,,,
1195,Convolvulaceae,Argyreia,erinacea,1,0,0,0,0,0,0,climber,850,1500,berry,,12.0,,,red,,,ellipsoid,,1,1,,,,,,
1196,Convolvulaceae,Argyreia,glabra,0,0,0,0,0,1,0,climber,,,,,,,,,,,,,,,,,,,,
1197,Convolvulaceae,Argyreia,hookeri,1,0,0,0,0,0,0,climber,,,,,,,,,,,,,,,,,,,,Fruit-not-mentioned.-Plant-is-an-escape-from-the-Botanic-Gardens
1198,Convolvulaceae,Argyreia,kunstleri,1,0,0,0,0,0,0,climber,0,700,berry,,15.0,,,red,,,ovoid,,1,1,,,,,,
1199,Convolvulaceae,Argyreia,linggaensis,1,0,0,0,0,0,0,climber,20,30,,,,,,,,,,,,,,,,,,
1200,Convolvulaceae,Argyreia,luzonensis,0,0,1,0,0,0,0,climber,0,1500,berry,,,,10.0,red-purple,,,globose,,1,1,,,,,,
1201,Convolvulaceae,Argyreia,maingayi,1,0,0,0,0,0,0,climber,0,1000,berry,,12.0,,,red,,,ovoid,,1,1,,,,,,
1202,Convolvulaceae,Argyreia,micrantha,1,0,0,0,0,0,0,climber,0,1500,,,,,,,,,,,,,,,,,,
1203,Convolvulaceae,Argyreia,mollis,1,0,0,0,0,0,0,liana,0,1500,berry,,,8.0,10.0,orange-red,,,subglobose,,,4,5.0,,,,,
1205,Convolvulaceae,Argyreia,nitida,0,1,1,0,0,0,0,liana,,,berry,,,,,red-purple,purplish-red,,globular,,4,4,5.0,,,,,
1206,Convolvulaceae,Argyreia,nuda,1,0,0,0,0,0,0,climber,600,900,berry,12.0,14.0,,,red-purple,,,ovoid-or-ellipsoid,,,4,,,,,,
1207,Convolvulaceae,Argyreia,oblongifolia,1,0,0,0,0,0,0,climber,0,1600,berry,,15.0,,,red,,,ovoid,,,4,,,,,,
1208,Convolvulaceae,Argyreia,ooststroomii,1,0,0,0,0,0,0,climber,,,berry,,12.0,,,,,,,,,,,,,,,
1209,Convolvulaceae,Argyreia,osyrensis,1,0,0,0,0,0,0,climber,,,berry,,,6.0,8.0,red,,,globose,,1,2,,,,,,
1210,Convolvulaceae,Argyreia,parviflora,1,0,0,0,0,0,0,climber,,,berry,,15.0,,,,,,ellipsoid,,,4,,,,,,
1211,Convolvulaceae,Argyreia,paucinervia,0,0,1,0,0,0,0,climber,0,1000,berry,,,,10.0,red,,,globose,,1,1,,,,,,
1212,Convolvulaceae,Argyreia,pedicellata,0,0,1,0,0,0,0,climber,,,berry,,12.0,,,,,,ellipsoid,,1,1,,,,,,
1213,Convolvulaceae,Argyreia,penangiana,1,0,0,0,0,0,0,climber,0,1700,berry,,15.0,,,red,,,ovoid,,1,1,,,,,,
1214,Convolvulaceae,Argyreia,philippinensis,0,0,1,0,0,0,0,climber,,,berry,,12.0,,,,,,ovoid,,,4,,,,,,
1215,Convolvulaceae,Argyreia,pseudorubicunda,1,0,0,0,0,0,0,climber,360,800,berry,,15.0,,,red,,,ellipsoid,,,4,,,,,,
1216,Convolvulaceae,Argyreia,reinwardtiana,0,0,0,0,0,1,0,liana,0,850,berry,,,7.0,10.0,,,,depressed-globose,,2,4,5.5,,,,,
1217,Convolvulaceae,Argyreia,reticulata,1,0,0,0,0,0,0,climber,150,1400,berry,,15.0,,,purple,,,ovoid,,1,1,,,,,,
1219,Convolvulaceae,Argyreia,ridleyi,1,0,0,0,0,0,0,climber,0,600,berry,,13.0,,,red,,,ovoid,,,4,,,,,,
1220,Convolvulaceae,Argyreia,robinsonii,1,0,0,0,0,0,0,climber,,900,,,,,,,,,,,,,,,,,,Fruit-not-mentioned
1221,Convolvulaceae,Argyreia,rubicunda,1,0,0,0,0,0,0,climber,,,berry,,14.0,,,white-red,,,ovoid,,1,1,,,,,,
1222,Convolvulaceae,Argyreia,samarensis,0,0,1,0,0,0,0,climber,,,berry,,18.0,,,,,,ellipsoid-or-ovoid,,1,1,,,,,,
1223,Convolvulaceae,Argyreia,scortechinii,1,0,0,0,0,0,0,climber,1300,1500,berry,,15.0,,,,,,ovoid,,1,1,,,,,,
1224,Convolvulaceae,Argyreia,sorsogonensis,0,0,1,0,0,0,0,climber,0,300,,,,,,,,,,,,,,,,,,
1225,Convolvulaceae,Argyreia,sphaerocephala,1,0,0,0,0,0,0,climber,,,,,,,,,,,,,,,,,,,,
1226,Convolvulaceae,Argyreia,sumbawana,0,0,0,0,0,1,0,climber,50,500,,,,,,,,,,,,,,,,,,
1227,Convolvulaceae,Argyreia,walshae,0,0,0,0,0,1,0,climber,0,800,,,,,,,,,,,,,,,,,,
3141,Liliaceae,Arthopodium,strictum,0,0,0,0,0,0,1,herb,,,capsule,,5.0,,,,,,subglobose,,,,,,,,,found-at-low-altitude
353,Araliaceae,Arthrophyllum,ahernianum,1,1,1,0,1,0,0,tree,0,1000,,,10.0,,5.0,,,,ellipsoidal,,,,,,,,,throughout-the-Philippines
354,Araliaceae,Arthrophyllum,alternifolium,1,0,0,0,0,0,0,tree,900,,,,5.0,,5.0,,,,spheriodal,,,,,,,,,
355,Araliaceae,Arthrophyllum,angustifolium,1,0,0,0,0,0,0,tree,,,,,5.0,,5.0,,,,spheriodal,,,,,,,,,
356,Araliaceae,Arthrophyllum,ashtonii,1,0,0,0,0,0,0,tree,1000,1550,,,6.0,,,,,,spheriodal,,,,,,,,,
357,Araliaceae,Arthrophyllum,cenabrei,0,0,1,0,0,0,0,tree,,600,,,7.0,,,,,,ovoid,,,,,,,,,
358,Araliaceae,Arthrophyllum,collinum,1,0,0,0,0,0,0,tree,600,2700,,,9.0,,5.0,,,,ellipsoidal,,,,,,,,,
359,Araliaceae,Arthrophyllum,crassum,1,0,0,0,0,,0,tree,0,150,,,6.0,,5.0,,,,spheriodal,,,,,,,,,
360,Araliaceae,Arthrophyllum,diversifolium,1,0,0,0,0,0,0,tree,0,1600,,,9.0,,7.0,,,,ellipsoidal,,,,,,,,,
361,Araliaceae,Arthrophyllum,engganoense,1,0,0,0,0,0,0,tree,0,100,,,10.0,,7.0,,,,ellipsoid,,,,,,,,,
362,Araliaceae,Arthrophyllum,kjellbergii,0,0,0,1,0,0,0,tree,50,150,,,5.0,,4.0,,,,spheriodal,,,,,,,,,
363,Araliaceae,Arthrophyllum,macranthum,0,0,0,0,0,0,1,tree,1000,2700,,,10.0,,8.0,,,,ellipsoid,,,,,,,,,
364,Araliaceae,Arthrophyllum,maingayi,1,0,0,0,0,0,0,tree,,,,,8.0,,6.0,,,,spheriodal,,,,,,,,,
365,Araliaceae,Arthrophyllum,monataum,1,0,0,0,0,0,0,tree,250,1500,,,8.0,,5.0,,,,spheriodal,,,,,,,,,
